time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,time_executed,pm2.5_10minute_a,pm2.5_10minute_b,pm2.5_diff,pm2.5_reldiff,pm2.5_jumpa,pm2.5_jumpb,pm2.5_jumpreldiff,pm2.5_qa_flag,pm2.5_uncorrected_avg,humidity_a,humidity_b,rh_diff,rh_jumpa,rh_jumpb,rh_jumpdiff,rh_qa_flag,rh_avg,pm2.5_corrected,updated_version
2025-07-25 00:00:04,07-24-2025 23:58:06,1202,KSC 19,PA-II,6.06b,42.936554,-72.27102,488,86,None,07-25-2025 00:00:01,24.3,22.6,1.7,7.0,0,0,0,Passed,23.45,74,0,74.0,0,0,0.0,RHZB,74,11.28,True
2025-07-25 00:00:04,07-24-2025 23:23:38,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,84,0,07-25-2025 00:00:01,26.9,25.8,1.1,4.0,0,0,0,T,T,,51,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 23:58:00,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,84,0,07-25-2025 00:00:01,24.4,24.1,0.3,1.0,0,0,0,Passed,24.25,54,0,54.0,0,0,0.0,RHZB,54,13.17,True
2025-07-25 00:00:04,07-24-2025 23:58:02,160753,KSC 42,PA-II,7.02,42.957714,-72.3163,521,84,0,07-25-2025 00:00:01,24.8,25.6,0.8,3.0,0,0,0,Passed,25.2,52,0,52.0,0,0,0.0,RHZB,52,13.89,True
2025-07-25 00:00:04,07-24-2025 23:59:00,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,86,86,07-25-2025 00:00:01,18.8,16.9,1.9,11.0,0,0,0,Passed,17.85,53,53,0.0,0,0,0.0,Passed,53.0,9.34,True
2025-07-25 00:00:04,07-24-2025 23:58:42,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,82,82,07-25-2025 00:00:01,14.8,13.8,1.0,7.0,0,0,0,Passed,14.3,58,58,0.0,0,0,0.0,Passed,58.0,6.82,True
2025-07-25 00:00:04,07-24-2025 23:59:19,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,86,86,07-25-2025 00:00:01,25.6,25.0,0.6,2.0,0,0,0,Passed,25.3,53,53,0.0,0,0,0.0,Passed,53.0,13.88,True
2025-07-25 00:00:04,07-24-2025 23:59:29,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,84,0,07-25-2025 00:00:01,22.3,22.4,0.1,0.0,0,0,0,Passed,22.35,53,0,53.0,0,0,0.0,RHZB,53,12.08,True
2025-07-25 00:00:04,07-24-2025 23:58:04,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,86,86,07-25-2025 00:00:01,20.9,20.3,0.6,3.0,0,0,0,Passed,20.6,51,51,0.0,0,0,0.0,Passed,51.0,11.16,True
2025-07-25 00:00:04,07-24-2025 23:59:03,220415,Nashua 1,PA-II-ZEN,7.04,42.75815,-71.4652,151,88,88,07-25-2025 00:00:01,11.7,12.2,0.5,4.0,0,0,0,Passed,11.95,46,46,0.0,0,0,0.0,Passed,46.0,6.23,True
2025-07-25 00:00:04,07-24-2025 23:59:56,221421,Nashua 2,PA-II-ZEN,7.04,42.7496,-71.51419,198,85,85,07-25-2025 00:00:01,13.6,12.7,0.9,7.0,0,0,0,Passed,13.15,49,49,0.0,0,0,0.0,Passed,49.0,6.75,True
2025-07-25 00:00:04,07-24-2025 23:59:42,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,87,87,07-25-2025 00:00:01,27.2,24.3,2.9,11.0,0,0,0,Passed,25.75,46,46,0.0,0,0,0.0,Passed,46.0,14.65,True
2025-07-25 00:00:04,07-24-2025 23:59:51,251675,White Lake,PA-II-SD,7.02,43.83653,-71.21024,515,81,0,07-25-2025 00:00:01,30.6,27.7,2.9,10.0,0,0,0,Passed,29.15,55,0,55.0,0,0,0.0,RHZB,55,16.09,True
2025-07-25 00:00:04,07-24-2025 11:13:53,251687,Pembroke_CAMP_Test_BM8,PA-II-SD,7.02,43.132607,-71.45935,213,92,0,07-25-2025 00:00:01,0.0,15.2,15.2,200.0,0,0,0,T,T,,38,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 11:13:31,251685,Pembroke_CAMP_Test_BM7,PA-II-SD,7.02,43.13258,-71.4596,211,93,0,07-25-2025 00:00:01,16.3,14.7,1.6,10.0,0,0,0,T,T,,36,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 23:59:22,200757,Sutton Mills,PA-II-ZEN,7.04,43.33507,-71.95151,750,82,82,07-25-2025 00:00:01,26.6,27.2,0.6,2.0,0,0,0,Passed,26.9,49,49,0.0,0,0,0.0,Passed,49.0,15.14,True
2025-07-25 00:00:04,07-24-2025 23:58:53,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,88,0,07-25-2025 00:00:01,21.6,18.4,3.2,16.0,0,0,0,Passed,20.0,47,0,47.0,0,0,0.0,RHZB,47,11.07,True
2025-07-25 00:00:04,07-24-2025 23:58:48,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,85,85,07-25-2025 00:00:01,28.1,36.4,8.3,26.0,0,0,0,Passed,32.25,51,51,0.0,0,0,0.0,Passed,51.0,18.26,True
2025-07-25 00:00:04,07-24-2025 11:12:54,153768,Pembroke_CAMP_Test_BM36,PA-II-SD,7.02,43.13242,-71.458534,229,94,0,07-25-2025 00:00:01,15.4,17.5,2.1,13.0,0,0,0,T,T,,34,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 23:58:37,153987,MHT 6 UU Church,PA-II-SD,7.02,42.998104,-71.45816,250,85,0,07-25-2025 00:00:01,22.8,22.4,0.4,2.0,0,0,0,Passed,22.6,50,0,50.0,0,0,0.0,RHZB,50,12.45,True
2025-07-25 00:00:04,07-24-2025 11:12:53,267199,Pembroke_CAMP_Test_BM30,PA-II-SD,7.02,43.13262,-71.4584,229,93,0,07-25-2025 00:00:01,14.5,17.2,2.7,17.0,0,0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 11:11:53,267193,Pembroke_CAMP_Test_BM26,PA-II-SD,7.02,43.13261,-71.45895,230,92,0,07-25-2025 00:00:01,15.9,15.4,0.5,3.0,0,0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 11:13:53,267195,Pembroke_CAMP_Test_BM28,PA-II-SD,7.02,43.132614,-71.45872,231,92,0,07-25-2025 00:00:01,15.7,16.2,0.5,3.0,0,0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 23:59:11,273601,Heavens Plateau,PA-II-ZEN,7.04,43.520084,-71.81902,960,81,81,07-25-2025 00:00:01,28.9,28.8,0.1,0.0,0,0,0,Passed,28.85,59,59,0.0,0,0,0.0,Passed,59.0,15.63,True
2025-07-25 00:00:04,07-24-2025 23:59:31,12208,KSC 11,PA-II,7.02,42.94131,-72.28043,507,87,0,07-25-2025 00:00:01,23.3,25.3,2.0,8.0,0,0,0,Passed,24.3,49,0,49.0,0,0,0.0,RHZB,49,13.55,True
2025-07-25 00:00:04,07-24-2025 23:59:11,275390,Murphy Dam,PA-II-FLEX,7.02,45.050266,-71.38472,1333,77,77,07-25-2025 00:00:01,27.4,26.9,0.5,2.0,0,0,0,Passed,27.15,59,59,0.0,0,0,0.0,Passed,59.0,14.59,True
2025-07-25 00:00:04,07-24-2025 23:59:38,277080,UNH_Portsmouth_Test,PA-II-SD,7.02,43.07527,-70.748055,12,82,0,07-25-2025 00:00:01,13.5,14.3,0.8,6.0,0,0,0,Passed,13.9,54,0,54.0,0,0,0.0,RHZB,54,6.86,True
2025-07-25 00:00:04,07-24-2025 11:12:40,267191,Pembroke_CAMP_Test_BM25,PA-II-SD,7.02,43.132614,-71.459175,220,93,0,07-25-2025 00:00:01,14.7,15.7,1.0,7.0,0,0,0,T,T,,35,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 23:59:05,137660,"Richmond Road, Troy",PA-II,7.02,42.819466,-72.20832,1272,78,0,07-25-2025 00:00:01,11.9,8.6,3.3,32.0,0,0,0,Passed,10.25,63,0,63.0,0,0,0.0,RHZB,63,4.0,True
2025-07-25 00:00:04,07-24-2025 23:59:20,143456,Junder22,PA-II,7.02,43.08963,-71.50244,619,80,0,07-25-2025 00:00:01,24.6,25.3,0.7,3.0,0,0,0,Passed,24.95,60,0,60.0,0,0,0.0,RHZB,60,13.18,True
2025-07-25 00:00:04,07-24-2025 23:59:33,153512,MHT5 Northest Manchester- Cutler Lane,PA-II-SD,7.02,43.01304,-71.41953,495,82,0,07-25-2025 00:00:01,19.2,19.3,0.1,1.0,0,0,0,Passed,19.25,56,0,56.0,0,0,0.0,RHZB,56,9.98,True
2025-07-25 00:00:04,07-24-2025 11:12:41,153734,Pembroke_CAMP_Test_BM33,PA-II-SD,7.02,43.132404,-71.458824,231,93,0,07-25-2025 00:00:01,15.8,17.5,1.7,10.0,0,0,0,T,T,,34,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 11:12:54,153750,Pembroke_CAMP_Test_BM32,PA-II-SD,7.02,43.132385,-71.458916,230,93,0,07-25-2025 00:00:01,15.3,16.3,1.0,6.0,0,0,0,T,T,,35,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 11:12:21,153764,Pembroke_CAMP_Test_BM38,PA-II-SD,7.02,43.13242,-71.45837,231,93,0,07-25-2025 00:00:01,18.2,17.0,1.2,7.0,0,0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:00:04,07-24-2025 23:59:50,115703,"Waterville Valley, NH",PA-II,7.02,43.953625,-71.50886,1493,76,0,07-25-2025 00:00:01,25.7,29.0,3.3,12.0,0,0,0,Passed,27.35,64,0,64.0,0,0,0.0,RHZB,64,14.36,True
2025-07-25 00:10:04,07-25-2025 00:09:29,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,84,0,07-25-2025 00:10:01,21.9,22.1,0.2,1.0,0.4,0.3,29.0,Passed,22.0,53,0,53.0,0.0,0,0.0,RHZB,53,11.87,True
2025-07-25 00:10:04,07-24-2025 23:21:38,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,84,0,07-25-2025 00:10:01,27.1,26.1,1.0,4.0,0.2,0.3,40.0,T,T,,51,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-25-2025 00:08:00,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,83,0,07-25-2025 00:10:01,23.8,23.6,0.2,1.0,0.6,0.5,18.0,Passed,23.7,55,0,55.0,1.0,0,1.0,RHZB,55,12.77,True
2025-07-25 00:10:04,07-25-2025 00:08:01,160753,KSC 42,PA-II,7.02,42.957714,-72.3163,521,84,0,07-25-2025 00:10:01,24.5,25.4,0.9,4.0,0.3,0.2,40.0,Passed,24.95,53,0,53.0,1.0,0,1.0,RHZB,53,13.67,True
2025-07-25 00:10:04,07-25-2025 00:09:00,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,85,85,07-25-2025 00:10:01,18.4,16.6,1.8,10.0,0.4,0.3,29.0,Passed,17.5,53,53,0.0,0.0,0.0,0.0,Passed,53.0,9.12,True
2025-07-25 00:10:04,07-25-2025 00:08:42,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,82,82,07-25-2025 00:10:01,14.4,13.5,0.9,6.0,0.4,0.3,29.0,Passed,13.95,59,59,0.0,1.0,1.0,0.0,Passed,59.0,6.54,True
2025-07-25 00:10:04,07-25-2025 00:08:48,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,84,84,07-25-2025 00:10:01,28.1,36.4,8.3,26.0,0.0,0.0,0,Passed,32.25,52,52,0.0,1.0,1.0,0.0,Passed,52.0,18.19,True
2025-07-25 00:10:04,07-25-2025 00:09:19,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,85,85,07-25-2025 00:10:01,25.7,24.7,1.0,4.0,0.1,0.3,100.0,Passed,25.2,53,53,0.0,0.0,0.0,0.0,Passed,53.0,13.82,True
2025-07-25 00:10:04,07-25-2025 00:07:56,221421,Nashua 2,PA-II-ZEN,7.04,42.7496,-71.51419,198,85,85,07-25-2025 00:10:01,13.2,12.5,0.7,5.0,0.4,0.2,67.0,Passed,12.85,49,49,0.0,0.0,0.0,0.0,Passed,49.0,6.57,True
2025-07-25 00:10:04,07-25-2025 00:09:23,200757,Sutton Mills,PA-II-ZEN,7.04,43.33507,-71.95151,750,81,81,07-25-2025 00:10:01,26.5,27.5,1.0,4.0,0.1,0.3,100.0,Passed,27.0,50,50,0.0,1.0,1.0,0.0,Passed,50.0,15.13,True
2025-07-25 00:10:04,07-25-2025 00:09:03,220415,Nashua 1,PA-II-ZEN,7.04,42.75815,-71.4652,151,87,87,07-25-2025 00:10:01,11.7,12.0,0.3,3.0,0.0,0.2,200.0,Passed,11.85,47,47,0.0,1.0,1.0,0.0,Passed,47.0,6.1,True
2025-07-25 00:10:04,07-25-2025 00:07:42,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,87,87,07-25-2025 00:10:01,27.2,24.1,3.1,12.0,0.0,0.2,200.0,Passed,25.65,47,47,0.0,1.0,1.0,0.0,Passed,47.0,14.52,True
2025-07-25 00:10:04,07-25-2025 00:07:51,251675,White Lake,PA-II-SD,7.02,43.83653,-71.21024,515,81,0,07-25-2025 00:10:01,31.0,27.5,3.5,12.0,0.4,0.2,67.0,Passed,29.25,55,0,55.0,0.0,0,0.0,RHZB,55,16.15,True
2025-07-25 00:10:04,07-24-2025 11:13:53,251687,Pembroke_CAMP_Test_BM8,PA-II-SD,7.02,43.132607,-71.45935,213,92,0,07-25-2025 00:10:01,0.0,15.2,15.2,200.0,0.0,0.0,0,T,T,,38,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-24-2025 11:13:31,251685,Pembroke_CAMP_Test_BM7,PA-II-SD,7.02,43.13258,-71.4596,211,93,0,07-25-2025 00:10:01,16.3,14.7,1.6,10.0,0.0,0.0,0,T,T,,36,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-25-2025 00:08:04,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,87,87,07-25-2025 00:10:01,20.2,19.3,0.9,5.0,0.7,1.0,35.0,Passed,19.75,49,49,0.0,2.0,2.0,0.0,Passed,49.0,10.78,True
2025-07-25 00:10:04,07-25-2025 00:08:53,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,87,0,07-25-2025 00:10:01,21.1,18.3,2.8,14.0,0.5,0.1,133.0,Passed,19.7,47,0,47.0,0.0,0,0.0,RHZB,47,10.89,True
2025-07-25 00:10:04,07-25-2025 00:09:38,277080,UNH_Portsmouth_Test,PA-II-SD,7.02,43.07527,-70.748055,12,81,0,07-25-2025 00:10:01,13.0,13.9,0.9,7.0,0.5,0.4,22.0,Passed,13.45,55,0,55.0,1.0,0,1.0,RHZB,55,6.51,True
2025-07-25 00:10:04,07-24-2025 11:12:54,153768,Pembroke_CAMP_Test_BM36,PA-II-SD,7.02,43.13242,-71.458534,229,94,0,07-25-2025 00:10:01,15.4,17.5,2.1,13.0,0.0,0.0,0,T,T,,34,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-25-2025 00:06:37,153987,MHT 6 UU Church,PA-II-SD,7.02,42.998104,-71.45816,250,85,0,07-25-2025 00:10:01,22.4,22.2,0.2,1.0,0.4,0.2,67.0,Passed,22.3,50,0,50.0,0.0,0,0.0,RHZB,50,12.26,True
2025-07-25 00:10:04,07-24-2025 11:12:40,267191,Pembroke_CAMP_Test_BM25,PA-II-SD,7.02,43.132614,-71.459175,220,93,0,07-25-2025 00:10:01,14.7,15.7,1.0,7.0,0.0,0.0,0,T,T,,35,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-24-2025 11:12:53,267199,Pembroke_CAMP_Test_BM30,PA-II-SD,7.02,43.13262,-71.4584,229,93,0,07-25-2025 00:10:01,14.5,17.2,2.7,17.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-24-2025 11:11:53,267193,Pembroke_CAMP_Test_BM26,PA-II-SD,7.02,43.13261,-71.45895,230,92,0,07-25-2025 00:10:01,15.9,15.4,0.5,3.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-24-2025 11:13:53,267195,Pembroke_CAMP_Test_BM28,PA-II-SD,7.02,43.132614,-71.45872,231,92,0,07-25-2025 00:10:01,15.7,16.2,0.5,3.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-25-2025 00:09:11,273601,Heavens Plateau,PA-II-ZEN,7.04,43.520084,-71.81902,960,80,80,07-25-2025 00:10:01,28.7,28.6,0.1,0.0,0.2,0.2,0.0,Passed,28.65,60,60,0.0,1.0,1.0,0.0,Passed,60.0,15.44,True
2025-07-25 00:10:04,07-25-2025 00:09:31,12208,KSC 11,PA-II,7.02,42.94131,-72.28043,507,85,0,07-25-2025 00:10:01,22.6,24.7,2.1,9.0,0.7,0.6,15.0,Passed,23.65,49,0,49.0,0.0,0,0.0,RHZB,49,13.16,True
2025-07-25 00:10:04,07-25-2025 00:09:11,275390,Murphy Dam,PA-II-FLEX,7.02,45.050266,-71.38472,1333,76,76,07-25-2025 00:10:01,27.2,26.6,0.6,2.0,0.2,0.3,40.0,Passed,26.9,59,59,0.0,0.0,0.0,0.0,Passed,59.0,14.44,True
2025-07-25 00:10:04,07-25-2025 00:08:06,1202,KSC 19,PA-II,6.06b,42.936554,-72.27102,488,86,0,07-25-2025 00:10:01,24.3,22.1,2.2,9.0,0.0,0.5,200.0,Passed,23.2,74,0,74.0,0.0,0,0.0,RHZB,74,11.13,True
2025-07-25 00:10:04,07-25-2025 00:07:50,115703,"Waterville Valley, NH",PA-II,7.02,43.953625,-71.50886,1493,75,0,07-25-2025 00:10:01,26.0,28.8,2.8,10.0,0.3,0.2,40.0,Passed,27.4,65,0,65.0,1.0,0,1.0,RHZB,65,14.32,True
2025-07-25 00:10:04,07-25-2025 00:09:05,137660,"Richmond Road, Troy",PA-II,7.02,42.819466,-72.20832,1272,78,0,07-25-2025 00:10:01,11.4,8.5,2.9,29.0,0.5,0.1,133.0,Passed,9.95,64,0,64.0,1.0,0,1.0,RHZB,64,3.75,True
2025-07-25 00:10:04,07-25-2025 00:09:20,143456,Junder22,PA-II,7.02,43.08963,-71.50244,619,80,0,07-25-2025 00:10:01,24.8,25.1,0.3,1.0,0.2,0.2,0.0,Passed,24.95,60,0,60.0,0.0,0,0.0,RHZB,60,13.18,True
2025-07-25 00:10:04,07-25-2025 00:09:34,153512,MHT5 Northest Manchester- Cutler Lane,PA-II-SD,7.02,43.01304,-71.41953,495,82,0,07-25-2025 00:10:01,18.4,18.8,0.4,2.0,0.8,0.5,46.0,Passed,18.6,56,0,56.0,0.0,0,0.0,RHZB,56,9.59,True
2025-07-25 00:10:04,07-24-2025 11:12:41,153734,Pembroke_CAMP_Test_BM33,PA-II-SD,7.02,43.132404,-71.458824,231,93,0,07-25-2025 00:10:01,15.8,17.5,1.7,10.0,0.0,0.0,0,T,T,,34,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-24-2025 11:12:54,153750,Pembroke_CAMP_Test_BM32,PA-II-SD,7.02,43.132385,-71.458916,230,93,0,07-25-2025 00:10:01,15.3,16.3,1.0,6.0,0.0,0.0,0,T,T,,35,0,0,0,0.0,Passed,,,True
2025-07-25 00:10:04,07-24-2025 11:12:21,153764,Pembroke_CAMP_Test_BM38,PA-II-SD,7.02,43.13242,-71.45837,231,93,0,07-25-2025 00:10:01,18.2,17.0,1.2,7.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-24-2025 23:21:38,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,84,0,07-25-2025 00:20:01,27.1,26.1,1.0,4.0,0.0,0.0,0,T,T,,51,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-25-2025 00:18:00,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,83,0,07-25-2025 00:20:01,23.2,23.1,0.1,0.0,0.6,0.5,18.0,Passed,23.15,55,0,55.0,0.0,0,0.0,RHZB,55,12.43,True
2025-07-25 00:20:04,07-25-2025 00:18:01,160753,KSC 42,PA-II,7.02,42.957714,-72.3163,521,83,0,07-25-2025 00:20:01,24.0,24.8,0.8,3.0,0.5,0.6,18.0,Passed,24.4,52,0,52.0,1.0,0,1.0,RHZB,52,13.4,True
2025-07-25 00:20:04,07-25-2025 00:19:00,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,85,85,07-25-2025 00:20:01,17.9,16.5,1.4,8.0,0.5,0.1,133.0,Passed,17.2,54,54,0.0,1.0,1.0,0.0,Passed,54.0,8.87,True
2025-07-25 00:20:04,07-25-2025 00:18:42,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,82,82,07-25-2025 00:20:01,14.1,13.2,0.9,7.0,0.3,0.3,0.0,Passed,13.65,59,59,0.0,0.0,0.0,0.0,Passed,59.0,6.36,True
2025-07-25 00:20:04,07-25-2025 00:18:48,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,85,85,07-25-2025 00:20:01,27.7,36.2,8.5,27.0,0.4,0.2,67.0,Passed,31.95,52,52,0.0,0.0,0.0,0.0,Passed,52.0,18.01,True
2025-07-25 00:20:04,07-25-2025 00:19:19,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,84,84,07-25-2025 00:20:01,25.6,24.5,1.1,4.0,0.1,0.2,67.0,Passed,25.05,55,55,0.0,2.0,2.0,0.0,Passed,55.0,13.59,True
2025-07-25 00:20:04,07-25-2025 00:17:56,221421,Nashua 2,PA-II-ZEN,7.04,42.7496,-71.51419,198,84,84,07-25-2025 00:20:01,12.9,12.2,0.7,6.0,0.3,0.3,0.0,Passed,12.55,50,50,0.0,1.0,1.0,0.0,Passed,50.0,6.32,True
2025-07-25 00:20:04,07-25-2025 00:19:23,200757,Sutton Mills,PA-II-ZEN,7.04,43.33507,-71.95151,750,81,81,07-25-2025 00:20:01,26.6,27.4,0.8,3.0,0.1,0.1,0.0,Passed,27.0,50,50,0.0,0.0,0.0,0.0,Passed,50.0,15.13,True
2025-07-25 00:20:04,07-25-2025 00:19:03,220415,Nashua 1,PA-II-ZEN,7.04,42.75815,-71.4652,151,88,88,07-25-2025 00:20:01,11.6,11.9,0.3,3.0,0.1,0.1,0.0,Passed,11.75,46,46,0.0,1.0,1.0,0.0,Passed,46.0,6.11,True
2025-07-25 00:20:04,07-25-2025 00:19:29,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,84,0,07-25-2025 00:20:01,21.4,21.4,0.0,0.0,0.5,0.7,33.0,Passed,21.4,53,0,53.0,0.0,0,0.0,RHZB,53,11.5,True
2025-07-25 00:20:04,07-25-2025 00:17:42,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,86,86,07-25-2025 00:20:01,27.2,24.3,2.9,11.0,0.0,0.2,200.0,Passed,25.75,49,49,0.0,2.0,2.0,0.0,Passed,49.0,14.44,True
2025-07-25 00:20:04,07-25-2025 00:17:51,251675,White Lake,PA-II-SD,7.02,43.83653,-71.21024,515,82,0,07-25-2025 00:20:01,31.2,27.7,3.5,12.0,0.2,0.2,0.0,Passed,29.45,54,0,54.0,1.0,0,1.0,RHZB,54,16.34,True
2025-07-25 00:20:04,07-24-2025 11:13:53,251687,Pembroke_CAMP_Test_BM8,PA-II-SD,7.02,43.132607,-71.45935,213,92,0,07-25-2025 00:20:01,0.0,15.2,15.2,200.0,0.0,0.0,0,T,T,,38,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-24-2025 11:13:31,251685,Pembroke_CAMP_Test_BM7,PA-II-SD,7.02,43.13258,-71.4596,211,93,0,07-25-2025 00:20:01,16.3,14.7,1.6,10.0,0.0,0.0,0,T,T,,36,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-25-2025 00:18:04,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,87,87,07-25-2025 00:20:01,19.8,18.5,1.3,7.0,0.4,0.8,67.0,Passed,19.15,50,50,0.0,1.0,1.0,0.0,Passed,50.0,10.34,True
2025-07-25 00:20:04,07-25-2025 00:18:53,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,87,0,07-25-2025 00:20:01,21.2,18.2,3.0,15.0,0.1,0.1,0.0,Passed,19.7,47,0,47.0,0.0,0,0.0,RHZB,47,10.89,True
2025-07-25 00:20:04,07-25-2025 00:17:38,277080,UNH_Portsmouth_Test,PA-II-SD,7.02,43.07527,-70.748055,12,81,0,07-25-2025 00:20:01,12.9,13.5,0.6,5.0,0.1,0.4,120.0,Passed,13.2,56,0,56.0,1.0,0,1.0,RHZB,56,6.29,True
2025-07-25 00:20:04,07-24-2025 11:12:54,153768,Pembroke_CAMP_Test_BM36,PA-II-SD,7.02,43.13242,-71.458534,229,94,0,07-25-2025 00:20:01,15.4,17.5,2.1,13.0,0.0,0.0,0,T,T,,34,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-24-2025 11:12:40,267191,Pembroke_CAMP_Test_BM25,PA-II-SD,7.02,43.132614,-71.459175,220,93,0,07-25-2025 00:20:01,14.7,15.7,1.0,7.0,0.0,0.0,0,T,T,,35,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-24-2025 11:12:53,267199,Pembroke_CAMP_Test_BM30,PA-II-SD,7.02,43.13262,-71.4584,229,93,0,07-25-2025 00:20:01,14.5,17.2,2.7,17.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-24-2025 11:11:53,267193,Pembroke_CAMP_Test_BM26,PA-II-SD,7.02,43.13261,-71.45895,230,92,0,07-25-2025 00:20:01,15.9,15.4,0.5,3.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-24-2025 11:13:53,267195,Pembroke_CAMP_Test_BM28,PA-II-SD,7.02,43.132614,-71.45872,231,92,0,07-25-2025 00:20:01,15.7,16.2,0.5,3.0,0.0,0.0,0,T,T,,37,0,0,0,0.0,Passed,,,True
2025-07-25 00:20:04,07-25-2025 00:19:11,273601,Heavens Plateau,PA-II-ZEN,7.04,43.520084,-71.81902,960,81,81,07-25-2025 00:20:01,28.8,28.8,0.0,0.0,0.1,0.2,67.0,Passed,28.8,60,60,0.0,0.0,0.0,0.0,Passed,60.0,15.53,True
2025-07-25 00:20:04,07-25-2025 00:17:31,12208,KSC 11,PA-II,7.02,42.94131,-72.28043,507,85,0,07-25-2025 00:20:01,21.5,23.9,2.4,11.0,1.1,0.8,32.0,Passed,22.7,50,0,50.0,1.0,0,1.0,RHZB,50,12.51,True
